preprocessing,model,k1,b,query,P@10,R@10,F1@10,AP@all,AP@10,RR,NDCG@10
stopwords,bm25,0.5,0,124,0.0000,0.0000,0.0000,0.0034,0.0000,0.0038,0.0000
stopwords,bm25,0.5,0,125,0.3000,0.1765,0.2222,0.2514,0.1103,1.0000,0.3973
stopwords,bm25,0.5,0,126,0.2000,0.2500,0.2222,0.2597,0.2500,1.0000,0.5130
stopwords,bm25,0.5,0,127,0.2000,0.4000,0.2667,0.1437,0.0944,0.2500,0.2629
stopwords,bm25,0.5,0,128,0.0000,0.0000,0.0000,0.0187,0.0000,0.0303,0.0000
stopwords,bm25,0.5,0,129,0.4000,0.5714,0.4706,0.3731,0.3452,0.5000,0.5249
stopwords,bm25,0.5,0,130,0.4000,0.8000,0.5333,0.5533,0.5533,1.0000,0.6928
stopwords,bm25,0.5,0,131,0.1000,0.1250,0.1111,0.1511,0.0250,0.2000,0.0839
stopwords,bm25,0.5,0,132,0.5000,0.3333,0.4000,0.5593,0.1963,1.0000,0.4124
stopwords,bm25,0.5,0,133,0.2000,0.2857,0.2353,0.2700,0.0794,0.3333,0.1930
stopwords,bm25,0.5,0,134,0.1000,0.5000,0.1667,0.0871,0.0714,0.1429,0.1564
stopwords,bm25,0.5,0,135,0.5000,0.6250,0.5556,0.4180,0.2445,0.2500,0.2460
stopwords,bm25,0.5,0,136,0.2000,0.6667,0.3077,0.2596,0.2444,0.3333,0.4652
stopwords,bm25,0.5,0,137,0.2000,0.5000,0.2857,0.1937,0.1806,0.5000,0.3044
stopwords,bm25,0.5,0,138,0.1000,0.5000,0.1667,0.1709,0.1667,0.3333,0.3066
stopwords,bm25,0.5,0,139,0.0000,0.0000,0.0000,0.0048,0.0000,0.0057,0.0000
stopwords,bm25,0.5,0,140,0.1000,0.1667,0.1250,0.1084,0.0833,0.5000,0.2509
stopwords,bm25,0.5,0,141,0.2000,0.3333,0.2500,0.4048,0.3333,1.0000,0.5455
stopwords,bm25,0.5,0,142,0.0000,0.0000,0.0000,0.0013,0.0000,0.0013,0.0000
stopwords,bm25,0.5,0,143,0.1000,0.5000,0.1667,0.5400,0.5000,1.0000,0.6131
stopwords,bm25,0.5,0,144,0.4000,0.6667,0.5000,0.4245,0.3399,0.5000,0.4650
stopwords,bm25,0.5,0,145,0.3000,0.4286,0.3529,0.2161,0.1619,0.3333,0.3397
stopwords,bm25,0.5,0,146,0.2000,1.0000,0.3333,0.3750,0.3750,0.5000,0.4796
stopwords,bm25,0.5,0,147,0.4000,0.4000,0.4000,0.2664,0.2171,0.5000,0.4182
stopwords,bm25,0.5,0,148,0.2000,0.3333,0.2500,0.1499,0.0972,0.2500,0.2701
stopwords,bm25,0.5,0,149,0.2000,0.1818,0.1905,0.2285,0.1169,1.0000,0.2935
stopwords,bm25,0.5,0,150,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
stopwords,bm25,0.5,0,151,0.0000,0.0000,0.0000,0.0128,0.0000,0.0137,0.0000
stopwords,bm25,0.5,0,152,0.0000,0.0000,0.0000,0.0110,0.0000,0.0179,0.0000
stopwords,bm25,0.5,0,153,0.1000,0.1429,0.1176,0.1062,0.0476,0.3333,0.0807
stopwords,bm25,0.5,0,154,0.1000,0.5000,0.1667,0.5476,0.5000,1.0000,0.4693
stopwords,bm25,0.5,0,155,0.1000,0.1667,0.1250,0.1187,0.0833,0.5000,0.1420
stopwords,bm25,0.5,0,156,0.6000,0.4286,0.5000,0.4933,0.3683,1.0000,0.5447
stopwords,bm25,0.5,0,157,0.4000,0.1026,0.1633,0.2007,0.0701,1.0000,0.4155
stopwords,bm25,0.5,0,158,0.1000,0.1250,0.1111,0.1799,0.1250,1.0000,0.3630
stopwords,bm25,0.5,0,159,0.0000,0.0000,0.0000,0.0312,0.0000,0.0833,0.0000
stopwords,bm25,0.5,0,160,0.1000,0.2000,0.1333,0.1255,0.1000,0.5000,0.2484
stopwords,bm25,0.5,0,161,0.2000,0.3333,0.2500,0.3938,0.3333,1.0000,0.6526
stopwords,bm25,0.5,0,162,0.3000,0.3750,0.3333,0.2486,0.1833,0.5000,0.2425
stopwords,bm25,0.5,0,163,0.2000,0.6667,0.3077,0.2559,0.2444,0.3333,0.4162
stopwords,bm25,0.5,0,164,0.5000,0.6250,0.5556,0.5771,0.5531,1.0000,0.7604
stopwords,bm25,0.5,0,165,0.2000,1.0000,0.3333,0.3929,0.3929,0.5000,0.5912
stopwords,bm25,0.5,0,166,0.1000,0.1250,0.1111,0.0426,0.0179,0.1429,0.0843
stopwords,bm25,0.5,0,167,0.2000,1.0000,0.3333,0.5000,0.5000,0.5000,0.6462
stopwords,bm25,0.5,0,168,0.1000,0.5000,0.1667,0.0569,0.0556,0.1111,0.1846
stopwords,bm25,0.5,0,169,0.2000,0.5000,0.2857,0.4185,0.4167,1.0000,0.5856
stopwords,bm25,0.5,0,170,0.2000,0.3333,0.2500,0.2255,0.1204,0.5000,0.2262
stopwords,bm25,0.5,0,171,0.1000,0.3333,0.1538,0.4513,0.3333,1.0000,0.5695
stopwords,bm25,0.5,0,172,0.4000,1.0000,0.5714,0.6792,0.6792,0.5000,0.7345
stopwords,bm25,0.5,0,173,0.2000,1.0000,0.3333,0.8333,0.8333,1.0000,0.9197
stopwords,bm25,0.5,0,174,0.0000,0.0000,0.0000,0.0424,0.0000,0.0588,0.0000
stopwords,bm25,0.5,0,175,0.1000,0.2000,0.1333,0.0588,0.0500,0.2500,0.1609
stopwords,bm25,0.5,0,176,0.1000,0.1429,0.1176,0.0461,0.0238,0.1667,0.1181
stopwords,bm25,0.5,0,177,0.3000,0.6000,0.4000,0.2759,0.2157,0.2500,0.3629
stopwords,bm25,0.5,0,178,0.2000,0.5000,0.2857,0.1851,0.1339,0.2500,0.2849
stopwords,bm25,0.5,0,179,0.2000,0.5000,0.2857,0.1302,0.1250,0.2500,0.2913
stopwords,bm25,0.5,0,180,0.3000,0.4286,0.3529,0.2604,0.1964,0.5000,0.3109
stopwords,bm25,0.5,0,181,0.1000,0.2000,0.1333,0.2453,0.2000,1.0000,0.2491
stopwords,bm25,0.5,0,182,0.1000,0.5000,0.1667,0.3409,0.2500,0.5000,0.4796
stopwords,bm25,0.5,0,183,0.2000,0.1538,0.1739,0.1678,0.0940,1.0000,0.2489
stopwords,bm25,0.5,0,184,0.1000,0.1429,0.1176,0.0728,0.0179,0.1250,0.0909
stopwords,bm25,0.5,0,185,0.6000,0.6667,0.6316,0.7977,0.6111,1.0000,0.8201
stopwords,bm25,0.5,0,186,0.3000,0.1875,0.2308,0.1411,0.0771,0.3333,0.2736
stopwords,bm25,0.5,0,187,0.1000,0.1667,0.1250,0.1222,0.0833,0.5000,0.2018
stopwords,bm25,0.5,0,188,0.3000,0.2727,0.2857,0.1935,0.1250,0.5000,0.3322
stopwords,bm25,0.5,0,189,0.1000,0.1111,0.1053,0.0700,0.0222,0.2000,0.0748
stopwords,bm25,0.5,0,190,0.2000,0.4000,0.2667,0.3810,0.3333,1.0000,0.4141
stopwords,bm25,0.5,0,191,0.2000,0.1538,0.1739,0.2364,0.0410,0.2000,0.1087
stopwords,bm25,0.5,0,192,0.3000,0.7500,0.4286,0.2771,0.2771,0.3333,0.4694
stopwords,bm25,0.5,0,193,0.6000,0.6667,0.6316,0.7364,0.6101,1.0000,0.6721
stopwords,bm25,0.5,0,194,0.3000,0.5000,0.3750,0.3792,0.2944,0.5000,0.4450
stopwords,bm25,0.5,0,195,0.1000,0.3333,0.1538,0.1121,0.0833,0.2500,0.2021
stopwords,bm25,0.5,0,196,0.1000,0.0833,0.0909,0.0528,0.0139,0.1667,0.0592
stopwords,bm25,0.5,0,197,0.2000,0.6667,0.3077,0.4365,0.3889,0.5000,0.5498
stopwords,bm25,0.5,0,198,0.2000,0.5000,0.2857,0.2563,0.2250,0.5000,0.3676
stopwords,bm25,0.5,0,199,0.0000,0.0000,0.0000,0.0184,0.0000,0.0250,0.0000
stopwords,bm25,0.5,0,200,0.2000,0.6667,0.3077,0.4329,0.4286,1.0000,0.6257
stopwords,bm25,0.5,0,201,0.4000,0.2500,0.3077,0.3639,0.2188,1.0000,0.5849
stopwords,bm25,0.5,0,202,0.2000,0.1429,0.1667,0.1351,0.1000,1.0000,0.1291
stopwords,bm25,0.5,0,203,0.2000,0.1429,0.1667,0.1406,0.0833,0.5000,0.2765
stopwords,bm25,0.5,0,204,0.0000,0.0000,0.0000,0.0333,0.0000,0.0667,0.0000
stopwords,bm25,0.5,0,205,0.0000,0.0000,0.0000,0.0448,0.0000,0.0714,0.0000
stopwords,bm25,0.5,0,206,0.2000,0.6667,0.3077,0.2464,0.2444,0.3333,0.4515
stopwords,bm25,0.5,0,207,0.0000,0.0000,0.0000,0.0050,0.0000,0.0034,0.0000
stopwords,bm25,0.5,0,208,0.4000,0.6667,0.5000,0.3787,0.3399,0.5000,0.5450
stopwords,bm25,0.5,0,209,0.1000,0.0833,0.0909,0.1205,0.0417,0.5000,0.1286
stopwords,bm25,0.5,0,210,0.2000,0.3333,0.2500,0.3312,0.2500,1.0000,0.4539
stopwords,bm25,0.5,0,211,0.1000,0.0909,0.0952,0.1377,0.0455,0.5000,0.0692
stopwords,bm25,0.5,0,212,0.5000,0.3571,0.4167,0.5381,0.3224,1.0000,0.5200
stopwords,bm25,0.5,0,213,0.5000,0.4545,0.4762,0.5098,0.3985,1.0000,0.6020
stopwords,bm25,0.5,0,214,0.1000,0.2500,0.1429,0.1048,0.0833,0.3333,0.1952
stopwords,bm25,0.5,0,215,0.0000,0.0000,0.0000,0.0190,0.0000,0.0238,0.0000
stopwords,bm25,0.5,0,216,0.0000,0.0000,0.0000,0.0022,0.0000,0.0022,0.0000
stopwords,bm25,0.5,0,217,0.2000,0.1333,0.1600,0.1395,0.0778,0.5000,0.2303
stopwords,bm25,0.5,0,218,0.4000,0.2667,0.3200,0.1745,0.0971,0.2500,0.2580
stopwords,bm25,0.5,0,219,0.0000,0.0000,0.0000,0.0288,0.0000,0.0196,0.0000
stopwords,bm25,0.5,0,220,0.3000,0.1579,0.2069,0.1671,0.0789,0.5000,0.1925
stopwords,bm25,0.5,0,221,0.4000,0.2222,0.2857,0.2098,0.1382,0.5000,0.2933
stopwords,bm25,0.5,0,222,0.4000,0.4444,0.4211,0.3313,0.2407,0.5000,0.4311
stopwords,bm25,0.5,0,223,0.4000,1.0000,0.5714,0.6528,0.6528,1.0000,0.8421
stopwords,bm25,0.5,0,224,0.3000,0.3750,0.3333,0.2338,0.1250,0.3333,0.2390
stopwords,bm25,0.5,0,225,0.2000,0.0833,0.1176,0.0667,0.0486,0.5000,0.1454
stopwords,bm25,0.5,0.75,1,0.5000,0.1786,0.2632,0.1806,0.1014,0.5000,0.2945
stopwords,bm25,0.5,0.75,2,0.4000,0.1667,0.2353,0.1565,0.1250,1.0000,0.5232
stopwords,bm25,0.5,0.75,3,0.4000,0.5000,0.4444,0.5532,0.5000,1.0000,0.6479
stopwords,bm25,0.5,0.75,4,0.1000,0.5000,0.1667,0.5526,0.5000,1.0000,0.6131
stopwords,bm25,0.5,0.75,5,0.1000,0.2500,0.1429,0.1753,0.0625,0.2500,0.2054
stopwords,bm25,0.5,0.75,6,0.1000,0.2500,0.1429,0.1439,0.1250,0.5000,0.2061
stopwords,bm25,0.5,0.75,7,0.2000,0.4000,0.2667,0.2162,0.2000,0.5000,0.3261
stopwords,bm25,0.5,0.75,8,0.1000,0.0909,0.0952,0.1486,0.0909,1.0000,0.2670
stopwords,bm25,0.5,0.75,9,0.2000,0.6667,0.3077,0.2354,0.2222,0.3333,0.4018
stopwords,bm25,0.5,0.75,10,0.2000,0.2500,0.2222,0.1198,0.0938,0.5000,0.2315
stopwords,bm25,0.5,0.75,11,0.1000,0.1429,0.1176,0.1558,0.0714,0.5000,0.1018
stopwords,bm25,0.5,0.75,12,0.1000,0.2000,0.1333,0.0626,0.0222,0.1111,0.1119
stopwords,bm25,0.5,0.75,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0.75,14,0.1000,0.5000,0.1667,0.0800,0.0625,0.1250,0.2725
stopwords,bm25,0.5,0.75,15,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,0.8597
stopwords,bm25,0.5,0.75,16,0.1000,0.3333,0.1538,0.2329,0.1667,0.5000,0.2398
stopwords,bm25,0.5,0.75,17,0.1000,0.5000,0.1667,0.1779,0.1667,0.3333,0.3520
stopwords,bm25,0.5,0.75,18,0.1000,0.3333,0.1538,0.1457,0.1111,0.3333,0.2346
stopwords,bm25,0.5,0.75,19,0.1000,0.1111,0.1053,0.0189,0.0139,0.1250,0.0629
stopwords,bm25,0.5,0.75,20,0.3000,0.3333,0.3158,0.2641,0.1333,0.5000,0.3072
stopwords,bm25,0.5,0.75,21,0.1000,0.2500,0.1429,0.0700,0.0278,0.1111,0.1459
stopwords,bm25,0.5,0.75,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0.75,23,0.1000,0.0312,0.0476,0.1083,0.0312,1.0000,0.2621
stopwords,bm25,0.5,0.75,24,0.2000,0.6667,0.3077,0.4315,0.4286,1.0000,0.6788
stopwords,bm25,0.5,0.75,25,0.5000,0.5556,0.5263,0.5192,0.4269,1.0000,0.5538
stopwords,bm25,0.5,0.75,26,0.2000,0.3333,0.2500,0.2333,0.1944,0.5000,0.3918
stopwords,bm25,0.5,0.75,27,0.1000,0.3333,0.1538,0.1039,0.0833,0.2500,0.2455
stopwords,bm25,0.5,0.75,28,0.0000,0.0000,0.0000,0.0008,0.0000,0.0016,0.0000
stopwords,bm25,0.5,0.75,29,0.3000,0.3333,0.3158,0.3501,0.2407,1.0000,0.3810
stopwords,bm25,0.5,0.75,30,0.1000,0.1429,0.1176,0.0795,0.0286,0.2000,0.0853
stopwords,bm25,0.5,0.75,31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0.75,32,0.0000,0.0000,0.0000,0.0142,0.0000,0.0125,0.0000
stopwords,bm25,0.5,0.75,33,0.2000,0.6667,0.3077,0.4722,0.3889,0.5000,0.4683
stopwords,bm25,0.5,0.75,34,0.2000,0.3333,0.2500,0.1793,0.0833,0.2500,0.1733
stopwords,bm25,0.5,0.75,35,0.0000,0.0000,0.0000,0.0259,0.0000,0.0278,0.0000
stopwords,bm25,0.5,0.75,36,0.1000,0.5000,0.1667,0.0521,0.0500,0.1000,0.1357
stopwords,bm25,0.5,0.75,37,0.2000,0.2222,0.2105,0.1622,0.0688,0.3333,0.1644
stopwords,bm25,0.5,0.75,38,0.0000,0.0000,0.0000,0.0679,0.0000,0.0667,0.0000
stopwords,bm25,0.5,0.75,39,0.2000,0.1538,0.1739,0.0957,0.0449,0.2500,0.1096
stopwords,bm25,0.5,0.75,40,0.0000,0.0000,0.0000,0.0323,0.0000,0.0278,0.0000
stopwords,bm25,0.5,0.75,41,0.3000,1.0000,0.4615,0.8333,0.8333,1.0000,0.9120
stopwords,bm25,0.5,0.75,42,0.2000,0.4000,0.2667,0.1544,0.0971,0.2000,0.2807
stopwords,bm25,0.5,0.75,43,0.4000,0.6667,0.5000,0.4545,0.4352,1.0000,0.7282
stopwords,bm25,0.5,0.75,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords,bm25,0.5,0.75,45,0.1000,0.0833,0.0909,0.0895,0.0208,0.2500,0.1205
stopwords,bm25,0.5,0.75,46,0.3000,0.2000,0.2400,0.2686,0.1063,0.5000,0.2969
stopwords,bm25,0.5,0.75,47,0.5000,0.3571,0.4167,0.2913,0.1584,0.3333,0.4082
stopwords,bm25,0.5,0.75,48,0.2000,0.1818,0.1905,0.1539,0.1061,0.5000,0.2556
stopwords,bm25,0.5,0.75,49,0.1000,0.5000,0.1667,0.1192,0.1000,0.2000,0.2941
stopwords,bm25,0.5,0.75,50,0.0000,0.0000,0.0000,0.0222,0.0000,0.0417,0.0000
stopwords,bm25,0.5,0.75,51,0.3000,0.3000,0.3000,0.4497,0.3000,1.0000,0.3308
stopwords,bm25,0.5,0.75,52,0.2000,0.5000,0.2857,0.2829,0.2083,0.3333,0.4092
stopwords,bm25,0.5,0.75,53,0.3000,0.3000,0.3000,0.2597,0.1583,1.0000,0.3129
stopwords,bm25,0.5,0.75,54,0.3000,0.3333,0.3158,0.1830,0.1290,0.5000,0.3588
stopwords,bm25,0.5,0.75,55,0.2000,0.2000,0.2000,0.1862,0.0733,0.3333,0.1706
stopwords,bm25,0.5,0.75,56,0.2000,0.2000,0.2000,0.1303,0.0786,0.5000,0.1691
stopwords,bm25,0.5,0.75,57,0.0000,0.0000,0.0000,0.0648,0.0000,0.0769,0.0000
stopwords,bm25,0.5,0.75,58,0.2000,0.2222,0.2105,0.1370,0.0741,0.3333,0.2831
stopwords,bm25,0.5,0.75,59,0.1000,0.2500,0.1429,0.0964,0.0357,0.1429,0.1089
stopwords,bm25,0.5,0.75,60,0.3000,0.6000,0.4000,0.2868,0.2667,0.5000,0.3774
stopwords,bm25,0.5,0.75,61,0.2000,0.4000,0.2667,0.2888,0.2333,0.5000,0.4051
stopwords,bm25,0.5,0.75,62,0.0000,0.0000,0.0000,0.0246,0.0000,0.0526,0.0000
stopwords,bm25,0.5,0.75,63,0.0000,0.0000,0.0000,0.0047,0.0000,0.0040,0.0000
stopwords,bm25,0.5,0.75,64,0.1000,0.5000,0.1667,0.1123,0.1000,0.2000,0.2626
stopwords,bm25,0.5,0.75,65,0.4000,0.2667,0.3200,0.1941,0.1040,0.5000,0.3393
stopwords,bm25,0.5,0.75,66,0.1000,0.2000,0.1333,0.1112,0.0667,0.3333,0.1993
stopwords,bm25,0.5,0.75,67,0.5000,0.3571,0.4167,0.4123,0.2844,1.0000,0.5922
stopwords,bm25,0.5,0.75,68,0.1000,0.2000,0.1333,0.1533,0.1000,0.5000,0.2744
stopwords,bm25,0.5,0.75,69,0.1000,0.2000,0.1333,0.0505,0.0200,0.1000,0.1214
stopwords,bm25,0.5,0.75,70,0.1000,0.1000,0.1000,0.0858,0.0167,0.1667,0.0865
stopwords,bm25,0.5,0.75,71,0.0000,0.0000,0.0000,0.0464,0.0000,0.0833,0.0000
stopwords,bm25,0.5,0.75,72,0.1000,0.0588,0.0741,0.0287,0.0084,0.1429,0.0941
stopwords,bm25,0.5,0.75,73,0.5000,0.2500,0.3333,0.3104,0.1921,1.0000,0.5658
stopwords,bm25,0.5,0.75,74,0.1000,0.1667,0.1250,0.0810,0.0417,0.2500,0.1828
stopwords,bm25,0.5,0.75,75,0.0000,0.0000,0.0000,0.0252,0.0000,0.0303,0.0000
stopwords,bm25,0.5,0.75,76,0.3000,0.4286,0.3529,0.3155,0.2738,0.5000,0.4068
stopwords,bm25,0.5,0.75,77,0.4000,0.6667,0.5000,0.4824,0.4333,1.0000,0.5482
stopwords,bm25,0.5,0.75,78,0.3000,1.0000,0.4615,0.5397,0.5397,1.0000,0.6846
stopwords,bm25,0.5,0.75,79,0.1000,0.2000,0.1333,0.0512,0.0400,0.2000,0.1690
stopwords,bm25,0.5,0.75,80,0.0000,0.0000,0.0000,0.0075,0.0000,0.0057,0.0000
stopwords,bm25,0.5,0.75,81,0.1000,0.5000,0.1667,0.5667,0.5000,1.0000,0.2159
stopwords,bm25,0.5,0.75,82,0.3000,0.6000,0.4000,0.4441,0.4000,1.0000,0.6549
stopwords,bm25,0.5,0.75,83,0.1000,0.2500,0.1429,0.2586,0.2500,1.0000,0.3904
stopwords,bm25,0.5,0.75,84,0.3000,0.2727,0.2857,0.2571,0.1742,0.5000,0.2659
stopwords,bm25,0.5,0.75,85,0.1000,0.2500,0.1429,0.0633,0.0500,0.2000,0.0998
stopwords,bm25,0.5,0.75,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords,bm25,0.5,0.75,87,0.0000,0.0000,0.0000,0.0105,0.0000,0.0055,0.0000
stopwords,bm25,0.5,0.75,88,0.6000,1.0000,0.7500,0.5940,0.5940,0.3333,0.6500
stopwords,bm25,0.5,0.75,89,0.2000,0.3333,0.2500,0.3472,0.2222,1.0000,0.5254
stopwords,bm25,0.5,0.75,90,0.3000,0.2308,0.2609,0.2151,0.1186,0.5000,0.1942
stopwords,bm25,0.5,0.75,91,0.4000,0.4444,0.4211,0.3525,0.2528,1.0000,0.5203
stopwords,bm25,0.5,0.75,92,0.5000,0.3846,0.4348,0.4668,0.3558,1.0000,0.4390
stopwords,bm25,0.5,0.75,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
stopwords,bm25,0.5,0.75,94,0.6000,0.5000,0.5455,0.4415,0.3285,0.5000,0.4066
stopwords,bm25,0.5,0.75,95,0.2000,1.0000,0.3333,0.6429,0.6429,1.0000,0.5039
stopwords,bm25,0.5,0.75,96,0.7000,0.5385,0.6087,0.3938,0.3280,0.3333,0.5443
stopwords,bm25,0.5,0.75,97,0.2000,0.2000,0.2000,0.1631,0.1500,1.0000,0.2971
stopwords,bm25,0.5,0.75,98,0.0000,0.0000,0.0000,0.0154,0.0000,0.0333,0.0000
stopwords,bm25,0.5,0.75,99,0.2000,0.5000,0.2857,0.2619,0.2083,0.3333,0.4134
stopwords,bm25,0.5,0.75,100,0.3000,0.3333,0.3158,0.2983,0.2519,1.0000,0.4764
stopwords,bm25,0.5,0.75,101,0.5000,0.8333,0.6250,0.5670,0.5045,1.0000,0.7025
stopwords,bm25,0.5,0.75,102,0.2000,0.5000,0.2857,0.3374,0.3214,1.0000,0.4096
stopwords,bm25,0.5,0.75,103,0.0000,0.0000,0.0000,0.0172,0.0000,0.0345,0.0000
stopwords,bm25,0.5,0.75,104,0.1000,0.2000,0.1333,0.0848,0.0667,0.3333,0.1696
stopwords,bm25,0.5,0.75,105,0.2000,0.4000,0.2667,0.3933,0.3333,1.0000,0.6332
stopwords,bm25,0.5,0.75,106,0.3000,0.6000,0.4000,0.2208,0.1900,0.2500,0.3408
stopwords,bm25,0.5,0.75,107,0.2000,0.2857,0.2353,0.2185,0.1190,0.5000,0.2872
stopwords,bm25,0.5,0.75,108,0.5000,0.7143,0.5882,0.8163,0.6735,1.0000,0.7368
stopwords,bm25,0.5,0.75,109,0.0000,0.0000,0.0000,0.0252,0.0000,0.0455,0.0000
stopwords,bm25,0.5,0.75,110,0.0000,0.0000,0.0000,0.0083,0.0000,0.0083,0.0000
stopwords,bm25,0.5,0.75,111,0.2000,0.2857,0.2353,0.1942,0.0762,0.3333,0.1678
stopwords,bm25,0.5,0.75,112,0.1000,0.5000,0.1667,0.3333,0.2500,0.5000,0.2398
stopwords,bm25,0.5,0.75,113,0.2000,0.5000,0.2857,0.2433,0.2083,0.5000,0.3854
stopwords,bm25,0.5,0.75,114,0.0000,0.0000,0.0000,0.0457,0.0000,0.0556,0.0000
stopwords,bm25,0.5,0.75,115,0.0000,0.0000,0.0000,0.0353,0.0000,0.0244,0.0000
stopwords,bm25,0.5,0.75,116,0.0000,0.0000,0.0000,0.0435,0.0000,0.0500,0.0000
stopwords,bm25,0.5,0.75,117,0.0000,0.0000,0.0000,0.0279,0.0000,0.0345,0.0000
stopwords,bm25,0.5,0.75,118,0.2000,0.6667,0.3077,0.2126,0.1944,0.2500,0.3668
stopwords,bm25,0.5,0.75,119,0.0000,0.0000,0.0000,0.0476,0.0000,0.0476,0.0000
stopwords,bm25,0.5,0.75,120,0.3000,0.3333,0.3158,0.3576,0.1772,0.5000,0.3769
stopwords,bm25,0.5,0.75,121,0.4000,0.5714,0.4706,0.5177,0.3881,0.5000,0.5130
stopwords,bm25,0.5,0.75,122,0.1000,0.1111,0.1053,0.1105,0.0185,0.1667,0.0352
stopwords,bm25,0.5,0.75,123,0.0000,0.0000,0.0000,0.0274,0.0000,0.0204,0.0000
stopwords,bm25,0.5,0.75,124,0.0000,0.0000,0.0000,0.0036,0.0000,0.0042,0.0000
stopwords,bm25,0.5,0.75,125,0.3000,0.1765,0.2222,0.2537,0.1134,1.0000,0.4002
stopwords,bm25,0.5,0.75,126,0.2000,0.2500,0.2222,0.2190,0.2083,1.0000,0.4718
stopwords,bm25,0.5,0.75,127,0.1000,0.2000,0.1333,0.1595,0.1000,0.5000,0.1880
stopwords,bm25,0.5,0.75,128,0.0000,0.0000,0.0000,0.0187,0.0000,0.0303,0.0000
stopwords,bm25,0.5,0.75,129,0.4000,0.5714,0.4706,0.3865,0.3554,0.5000,0.5312
stopwords,bm25,0.5,0.75,130,0.4000,0.8000,0.5333,0.5200,0.5200,1.0000,0.6746
stopwords,bm25,0.5,0.75,131,0.3000,0.3750,0.3333,0.2058,0.1045,0.2500,0.2332
stopwords,bm25,0.5,0.75,132,0.6000,0.4000,0.4800,0.5253,0.2037,0.5000,0.4222
stopwords,bm25,0.5,0.75,133,0.2000,0.2857,0.2353,0.2464,0.0675,0.2500,0.1429
stopwords,bm25,0.5,0.75,134,0.1000,0.5000,0.1667,0.1046,0.0833,0.1667,0.1672
stopwords,bm25,0.5,0.75,135,0.4000,0.5000,0.4444,0.4266,0.2167,0.3333,0.2266
stopwords,bm25,0.5,0.75,136,0.2000,0.6667,0.3077,0.4644,0.4444,1.0000,0.8490
stopwords,bm25,0.5,0.75,137,0.2000,0.5000,0.2857,0.2257,0.2083,0.5000,0.3224
stopwords,bm25,0.5,0.75,138,0.1000,0.5000,0.1667,0.1301,0.1250,0.2500,0.2641
stopwords,bm25,0.5,0.75,139,0.0000,0.0000,0.0000,0.0050,0.0000,0.0042,0.0000
stopwords,bm25,0.5,0.75,140,0.1000,0.1667,0.1250,0.1105,0.0833,0.5000,0.2509
stopwords,bm25,0.5,0.75,141,0.3000,0.5000,0.3750,0.4225,0.3833,1.0000,0.6526
stopwords,bm25,0.5,0.75,142,0.0000,0.0000,0.0000,0.0014,0.0000,0.0014,0.0000
stopwords,bm25,0.5,0.75,143,0.1000,0.5000,0.1667,0.5476,0.5000,1.0000,0.6131
stopwords,bm25,0.5,0.75,144,0.5000,0.8333,0.6250,0.5579,0.5454,0.5000,0.6591
stopwords,bm25,0.5,0.75,145,0.3000,0.4286,0.3529,0.2651,0.1905,0.5000,0.3637
stopwords,bm25,0.5,0.75,146,0.2000,1.0000,0.3333,0.6667,0.6667,1.0000,0.6509
stopwords,bm25,0.5,0.75,147,0.4000,0.4000,0.4000,0.2872,0.2433,0.5000,0.4335
stopwords,bm25,0.5,0.75,148,0.2000,0.3333,0.2500,0.1897,0.1389,0.3333,0.3194
stopwords,bm25,0.5,0.75,149,0.3000,0.2727,0.2857,0.3249,0.1818,1.0000,0.3933
stopwords,bm25,0.5,0.75,150,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords,bm25,0.5,0.75,151,0.0000,0.0000,0.0000,0.0147,0.0000,0.0139,0.0000
stopwords,bm25,0.5,0.75,152,0.0000,0.0000,0.0000,0.0135,0.0000,0.0345,0.0000
stopwords,bm25,0.5,0.75,153,0.1000,0.1429,0.1176,0.1443,0.0714,0.5000,0.1018
stopwords,bm25,0.5,0.75,154,0.1000,0.5000,0.1667,0.5714,0.5000,1.0000,0.4693
stopwords,bm25,0.5,0.75,155,0.1000,0.1667,0.1250,0.1219,0.0833,0.5000,0.1420
stopwords,bm25,0.5,0.75,156,0.6000,0.4286,0.5000,0.4869,0.3780,1.0000,0.5242
stopwords,bm25,0.5,0.75,157,0.5000,0.1282,0.2041,0.2254,0.1008,1.0000,0.5223
stopwords,bm25,0.5,0.75,158,0.1000,0.1250,0.1111,0.1943,0.1250,1.0000,0.3630
stopwords,bm25,0.5,0.75,159,0.1000,0.1250,0.1111,0.0465,0.0250,0.2000,0.1066
stopwords,bm25,0.5,0.75,160,0.1000,0.2000,0.1333,0.0924,0.0667,0.3333,0.1969
